,dullness,acne,puffiness,elasticity,pores,darkspot,redness,uneven_texture,wrinkles
peg-5_glyceryl_triisostearate,4.707160387914265,4.693923335419091,0.0,0.0,4.704575421015736,4.708556538032966,4.704466458576799,4.708660882368657,4.710736936911573
peg-6_diisostearate,4.898820326051014,4.8679035677078515,0.0,0.0,4.889033553838128,4.89717328358471,4.8884734826301335,4.898841872905499,4.899372051190291
polyethylene,3.642526987554425,3.6945439797923996,0.0,3.6444776163888006,3.699847579992395,3.65497523879974,3.682568789776303,3.668765023245643,3.636479759907612
sorbitan_sesquioleate,4.8180333142150005,0.0,0.0,4.846546779776212,0.0,4.810604471936096,4.823977228407603,4.839863023828917,4.8487032680088085
citrus_aurantifolia_(lime)_oil,4.21931998957787,4.1709396945267585,4.166504658030078,4.226256336174564,4.226300821608843,4.210759263845516,4.241218534815893,4.233838519638648,4.253014561947245
citrus_aurantium_bergamia_(bergamot)_fruit_oil,2.940030710890157,2.9643724896896098,2.8286347122570716,2.8654721497645244,2.9700320022190776,2.876167345283599,2.959636373821089,2.9670466186083155,2.9547130228816143
melia_azadirachta_leaf_extract,3.4197314677170687,3.430808821167779,3.183835324847817,3.442662499918883,3.4233724842649584,0.0,3.3710762747638454,3.415147422184796,3.4572837953143964
melia_azadirachta_flower_extract,3.4456433025965856,3.467675721796106,3.292140412538107,3.4815291510806907,3.4621039777227853,0.0,3.4171078848399805,3.451163395657999,3.4888658884079176
amino_esters-1,4.788294521748643,4.7159199975596895,0.0,4.780162344121598,4.750202500736542,0.0,4.761773173549272,4.770206693622671,4.7929663941667515
citrus_aurantium_dulcis_(orange)_peel_oil,3.0410527859778864,3.040096510965765,2.855911779614225,2.9828824833272845,3.0376970959420153,2.9455436489804088,3.062747505762809,3.076091663786955,3.052806595564886
amber_powder,5.200422693882414,5.195290619352647,0.0,5.190819512138461,5.192368276009676,0.0,5.187578528415746,5.197173473329184,5.198227593501534
cananga_odorata_flower_oil,4.249867688567087,4.240916085045818,0.0,4.1793899696352,4.26557987252072,4.2261426046621215,4.248987507772722,4.2629180245144545,4.266047718417453
coccinia_indica_fruit_extract,4.047253693365081,4.0083213423673225,3.8902593777041474,4.060436108937546,4.028406819368011,0.0,3.980527762493003,4.030380189602406,4.06193611987277
solanum_melongena_(eggplant)_fruit_extract,4.254629119779855,4.2082071636861,4.076442671833051,4.255079886618838,4.24400294622683,0.0,4.2038416199487125,4.229645008116971,4.258774422666635
curcuma_longa_(turmeric)_root_extract,2.964149081228925,2.9412188281314156,2.855016534439262,2.915232818895129,2.9162167589255437,2.8393229272460765,2.8394555577206213,2.9226503395311614,2.940125475019202
ocimum_sanctum_leaf_extract,3.5902834134214894,3.6111877263065684,3.1916375281078637,3.6304114617782286,3.6087406591124216,0.0,3.5818860795808263,3.58709392271222,3.6170540011874532
corallina_officinalis_extract,3.250351711791017,3.2896592726860594,3.0880947191828354,3.3063910700216224,3.2801067199250107,3.306255345998315,3.266781487715154,3.2784028429304746,3.3114727599680283
moringa_oleifera_seed_oil,4.005504291745348,4.029161713106146,3.842364024591812,3.9826001582872954,4.009399041883502,0.0,3.987680622109007,3.998105229092596,3.998646645452654
zingiber_officinale_(ginger)_root_oil,4.847347358127603,4.839880136279454,4.751815063455882,4.85867187702154,4.873466334304282,4.817307198984928,4.876905983139562,4.884560619362464,0.0
helianthus_annuus_(sunflower)_seed_oil,2.2712840684146847,2.2532348071601693,2.2706673253888288,2.237199864397562,2.229750334697095,2.2472001755812805,2.176172623299033,2.2771596819031124,2.266127709532351
echinacea_purpurea_root_extract,4.111234229535997,4.140666027466947,4.106273870399158,4.144523793768367,4.137743931999358,4.124622603070775,4.142958077743297,4.1398184069095345,4.144398357147555
carica_papaya_(papaya)_fruit_extract,4.437406306671908,4.45286906686457,0.0,0.0,4.42622568224063,0.0,4.4523301434661215,4.449219241399926,0.0
moringa_pterygosperma_seed_extract,4.328522320660639,4.358679041115737,4.241583643252663,0.0,4.358449169273639,4.366537493304628,4.362683661935354,4.341486226100073,4.367846363152792
disodium_phosphate,4.209337457024255,4.2613591608956405,0.0,0.0,4.279369637445387,0.0,4.232743426639784,4.2312728464925815,4.232928246694977
aqua_(water),4.50490502674267,4.495812000462384,0.0,4.504740235114731,4.505609971499586,0.0,4.507177843372865,4.50585148830733,4.509155483028
,1.7206887109828284,1.768738043587408,1.704781009449166,1.7170508910296896,1.7082816379134707,1.6771450711655995,1.710180293825335,1.7183498153112922,1.712197163280429
hexanediol,1.6913093455868624,1.7717961241343452,1.7104104288062232,1.69772075305844,1.7026698630140484,1.6610297898872,1.7036285668443558,1.694401957128846,1.7005318179230542
polyglyceryl-10_laurate,4.099359667768048,4.120041708924657,4.0285889215644115,4.0891677614413116,4.140795510120548,4.092722459367727,4.1361009757717495,4.146298329141923,4.176467062540529
centaurea_cyanus_flower_water,5.349696721184259,0.0,5.331857508367383,0.0,5.3527358875758315,5.354065992720959,0.0,5.359211065863037,5.351430639598403
cucumis_sativus_(cucumber)_fruit_extract,2.6647635521886803,2.644449418382541,2.7035955045494053,2.6932849688492007,2.653311750739568,2.5917223465739045,2.6590504541719233,2.6600150592231384,2.6909689537671646
malva_sylvestris_(mallow)_flower_extract,6.447790990703544,0.0,0.0,0.0,0.0,0.0,0.0,6.453627965237984,0.0
hydrolyzed_oats,3.9086066908761685,0.0,3.9262417395466795,3.9260852220366322,3.9515226541246937,3.933821445329096,0.0,3.9305675552735853,3.94440573725739
rosa_centifolia_flower_extract,3.904606072057729,0.0,3.9374896588799877,0.0,3.9226583819268908,3.9468777622589375,3.937664551492243,3.9239868176623993,3.9498060174467793
rosa_canina_fruit_extract,3.945958357315438,3.947247032185236,0.0,3.9787622739904025,3.9200174917900763,3.962163609948331,3.9373002535449793,3.962840683552634,3.9836767819817047
angelica_keiskei_extract,5.051165420982234,0.0,0.0,0.0,0.0,0.0,0.0,5.061541068049594,0.0
sodium_hyaluronate,0.7423527319860052,0.8495628398929801,0.8294319835957292,0.6574114289047925,0.8151317808424536,0.7885504091820631,0.8100049258559543,0.7420028960231996,0.7390117250633239
peg-,1.9125395998008128,2.0602666142815216,1.9866585298923554,1.9204724745454849,2.016156339950681,1.957694038198237,2.0049683892662737,1.9183735675612887,1.8846090343136028
ppg-38-buteth-37,3.8246274099905384,3.8276815477899695,3.801839787123271,3.8597833397376906,3.8553907848489,3.783561196304655,3.8248646412709992,3.820496530327362,3.836720560101553
sodium_citrate,1.8043706426479489,1.8588823898195068,1.4613488182523764,1.817674384954128,1.8348536343795896,1.7743517127039434,1.7196287510933357,1.7580551164351796,1.7761177270155042
bht,1.8091245751623035,1.8606545284946843,0.0,1.7605334733576987,1.906100606489506,1.7740083812003855,1.8987179436868298,1.7523199747202147,1.6807067757028225
parfum/fragrance,2.0146538360254103,2.0139223698813176,2.0114502912739143,1.8957371931630425,2.0239158852811503,2.0029105389693243,2.0363308719478903,2.0006964120763353,1.9731841913568247
citronellol,1.740965256093916,2.0209622885877696,1.9804708526247439,1.6227772134440965,1.889099336009299,1.8184112149536253,1.9151838227311415,1.744405734920983,1.6222723180601224
geraniol,1.7857897025959002,1.9632514455890921,1.9964760141916404,1.7169992453411178,1.8942439736447985,1.8316101884399403,1.8889433234807902,1.7823526675217456,1.7275011682452335
microcrystalline_cellulose,4.183131370240281,4.176700911650763,0.0,4.190341959458326,4.1499550363389455,4.156376225451947,4.172953931513022,4.189731779012441,4.195517807530645
oryza_sativa_(rice)_powder,5.063798140460578,5.038526030467376,0.0,0.0,5.055601139646043,0.0,5.059816931229657,5.064004704490601,0.0
sodium_ascorbyl_phosphate,3.7224029026605265,0.0,3.666551258219711,3.761128534212859,3.7218137470246457,3.7137400595319865,3.6721837299430398,3.7048076657537825,3.7311618189025553
sodium_lauroyl_glutamate,4.747578086788959,4.7223475105737895,0.0,0.0,4.733317205563849,0.0,4.742302360782889,4.751422677327378,0.0
lauryl_betaine,5.273846653471728,0.0,0.0,5.243330389814798,5.27763044137255,0.0,0.0,5.272084586536227,5.259883546013617
sodium_lauroyl_methyl_isethionate,4.7020606773019695,0.0,0.0,4.709899190536531,4.701013372618223,0.0,4.710024829817178,4.706945288842267,4.710736936911573
saccharomyces/camellia_sinensis_leaf/cladosiphon_okamuranus/rice_ferment_filtrate,4.706012953026498,4.709633334629196,0.0,4.707920760842422,4.70439731859586,0.0,4.702613668163338,4.705158212252277,4.710736936911573
papain,3.7650413556574804,3.7528914849818675,0.0,3.859986828947926,3.782263219027112,3.834571410651752,3.843540179851267,3.8190260679500154,3.855023061703163
oryza_sativa_(rice)_bran,6.4540845885470794,0.0,0.0,0.0,6.4513086853890975,0.0,0.0,6.457156680407311,0.0
sericin,4.841137609983674,0.0,0.0,4.814971526232774,4.843570612622631,0.0,4.835423711524098,4.832797100562787,4.835783571782055
hydrolyzed_silk,4.6440497661570355,0.0,0.0,4.627165972168866,4.660846306980615,4.647377440352629,4.646367315195908,4.640983046130965,4.652362302831228
dextrin,3.2863411775136395,0.0,0.0,3.350932677791526,3.280145076149664,3.3257952690279056,3.2805474329447364,3.279979997718174,3.3886479412131254
phytosteryl/octyldodecyl_lauroyl_glutamate,5.3444732581529975,0.0,0.0,0.0,5.350303562876842,5.347346637800296,0.0,5.352377412794659,5.3579215494651
isopropyl_alcohol,4.50436689034677,0.0,0.0,4.52764616015097,4.529685675431777,4.550109162349004,0.0,4.521981341791685,4.5047056446742255
alcohol,1.8369954214917015,1.913633710575137,1.898603604881959,1.7939056467786498,1.8896843921921371,1.8804811624571984,1.8500808179360242,1.8151060067558749,1.787897217605814
propylene_glycol,2.429153465475731,2.4609662950487867,0.0,2.519487279643286,2.4687968714941073,2.4569345128283913,2.4755659850567215,2.4536127678791586,2.4859534535368772
methylparaben,2.6204780165864303,2.6886993819831884,0.0,2.6576574950142655,2.6547427211715413,2.553499395740871,2.664699078733369,2.6299267257365404,2.621631782711279
arctium_lappa_extract/arctium_lappa_root_extract,7.8460978432214,0.0,0.0,0.0,7.845592117720986,0.0,7.845057546112261,7.846657529602701,0.0
calendula_officinalis_extract/calendula_officinalis_flower_extract,7.845885511065002,0.0,0.0,0.0,7.845295497981185,0.0,7.844671831104339,7.846538478509854,0.0
calendula_officinalis_flower_extract,3.593496443643447,3.596701127107297,0.0,3.6147659660656135,3.5889808158563703,3.6175749978733993,3.604542540771194,3.5919482937608462,3.5937368463686123
hydrolyzed_corn_starch,4.8429695026083435,4.856810959434111,0.0,4.857642551905917,4.83714282205864,4.844185208225239,4.881725774593967,4.873998442262927,0.0
hedera_helix_extract_-_ivy_leaf/stem_extract,7.84503618243941,0.0,0.0,0.0,7.8441090190219835,0.0,7.8431289710726535,7.846062274138462,0.0
althaea_officinalis_root_extract,5.102053974518713,0.0,0.0,5.1166636275341,5.120672750987215,0.0,5.136290332053367,5.116243183634904,5.103863021827744
fragrance,0.8204552367035506,0.9444524697478252,0.9611462110472689,0.77342796800137,0.8619253304622365,0.9142629168457288,0.9496583189711668,0.8001641410908675,0.7605399437174897
benzyl_alcohol,2.603889401875444,2.560336587402262,2.706500759134062,2.70398632788596,2.669462016209529,2.6275046860459432,2.7051132416884434,2.671636953545427,2.6867021685566987
sodium_lauroyl_lactylate,4.357020176180557,0.0,0.0,4.392074004155928,4.40737911887073,0.0,0.0,4.350715051978552,4.36957932515678
lauryl_glucoside,3.897654326535555,3.899734814163936,0.0,3.893213148084855,3.9053011869529994,0.0,3.912910862465982,3.9113484328016392,3.9286799590218755
cocos_nucifera_(coconut)_fruit_juice,4.941978053025095,0.0,4.908901333211979,4.940349261856293,4.956250607432318,4.943801080482986,0.0,4.939402863348979,4.956400066149811
cetearyl_alcohol,1.790876700955168,1.806407957860022,1.78001295573604,1.7624124952680227,1.7989900503705334,1.8008341092000109,1.7760741552194077,1.7840698418546386,1.7685458744631763
limonene,1.0702934737670984,1.0960636963655788,1.1576555507576414,1.0639816200243133,1.0765030378038543,1.057947573823202,1.1714395507371294,1.0961252232665515,1.0468695839669804
glycine_soja_(soybean)_oil,3.784681913210038,0.0,0.0,3.7717143012237684,3.8143435987708303,3.8565747794351597,3.8363886259880884,3.8004382187523267,3.7990746806832547
ectoin,4.65921070994992,4.627061734266035,0.0,4.654613808029409,4.665788131298831,4.6386012141689426,4.651875480943733,4.646083338873523,4.631450269155136
carica_papaya_(papaya)_fruit,6.456182454494925,0.0,0.0,0.0,6.454239322284337,0.0,0.0,0.0,6.455602979812
ceteareth-50,2.7327640343259967,2.792348452794897,2.7218635952603294,2.587084047267596,2.7684752397582812,2.593826193776564,2.7688857825981583,2.7460685446037107,2.6793638652636758
cetyl_alcohol,2.3217132329777157,2.370047671483143,2.274573750604552,2.28736251868024,2.3678770921891945,2.2784312847675205,2.3463561723496107,2.3101317543128506,2.2446651430849123
peg-32_stearate,1.844943895733944,1.858043183409126,1.8235760581461142,1.7913180253795744,1.89929245375948,1.8251817153547316,1.8474188355593713,1.84118046840573,1.7881449400259195
lactobacillus/pumpkin_ferment_extract,4.387590728312942,0.0,0.0,4.372616474682319,4.385358905256388,4.35670086007196,4.4055752511516495,4.396244233809044,4.380263546258697
alcohol_denat.,2.2364697616288933,2.219196692810132,2.290208556191526,2.2356472498574083,2.202551537384313,2.225547592514346,2.2491521710726525,2.2249911275351146,2.1915820223305436
sorbic_acid,3.2156813683446006,3.333212054139852,3.2061696999211993,3.1964624197205964,3.250384673262353,3.284642992848156,3.280429928736457,3.2262869298928636,3.1753520441231085
cinnamal,5.337508640777981,5.293502785784964,0.0,0.0,5.305710943395371,0.0,5.333998917503361,5.34554375972628,5.350781548611734
honey/mel/miel,5.526783214587901,0.0,0.0,5.534310055885316,5.528858265977938,5.5291541703132125,0.0,5.54108550800737,5.518611510703907
eugenol,4.043715690901341,4.075953858340745,3.9275760144207337,3.9641420291344005,4.038446173836953,4.04009068610589,4.036964933957786,4.041724467544716,4.007900622631236
linalool,1.1054443937011156,1.0598119104259063,1.2566514056614029,1.0207795656405845,1.1358013678026913,1.1448161876372442,1.1608030126410522,1.1217281284732052,1.066779694278382
lavandula_angustifolia_(lavender)_oil,2.756845717747728,2.714405356041986,2.729776110559327,2.739761317654793,2.7659130860654115,2.728733702740004,2.6323174331489163,2.764891726710191,2.7618413577145273
beta-carotene,4.109548068577148,4.143456698080578,0.0,4.083678061407157,4.110906633271604,4.165461582414691,4.099702135583235,4.151756907883694,4.112911028061466
chlorophyllin-copper_complex,6.442196681509288,0.0,0.0,0.0,6.434701742982735,0.0,0.0,0.0,6.43996156487515
bromelain,4.209355761932605,4.182088585404454,0.0,4.3010538772594815,4.2339573718304155,4.303414586020856,4.282781671038449,4.2660120929869025,4.297474967172816
retinyl_palmitate,3.054270174290255,3.0333648565575015,2.991361933059647,2.93042971439034,3.0224478529653314,2.9648841718630083,3.0112098370778035,3.0056842461250115,2.9530700971349075
tocopheryl_acetate,0.8992182019479581,0.9315021025793938,1.100149003568151,0.8024809925503439,0.9608714936357311,0.9023860501233294,0.8963748782461095,0.8719751917543036,0.8077027119207604
cinnamomum_cassia_leaf_oil,6.438000949613596,0.0,0.0,0.0,6.428840469192254,0.0,0.0,0.0,6.435269140394094
acetic_acid,5.396984175879502,0.0,0.0,0.0,5.413429602422945,0.0,5.439030282409288,5.428064244198991,5.390770103984893
pogostemon_cablin_oil,4.1236591115468615,0.0,4.183256442740825,4.048789665317531,4.214035434352722,4.029425397532816,4.223960080536409,4.194035397064926,4.170816194022132
geranium_maculatum_oil,5.028646225390403,0.0,0.0,5.035363185254697,5.029513654633452,5.038219557926536,0.0,5.0486069767343045,5.0145847546433435
aniba_rosaeodora_(rosewood)_wood_extract,4.8599502755315305,0.0,0.0,4.886463655143373,4.847150320330399,4.870679245904975,0.0,4.879948964572526,4.857829316821286
olea_europaea_(olive)_oil,4.925883025983815,0.0,0.0,4.9538780501872495,4.94013698455922,4.88712303118966,0.0,4.931882686035029,4.948599908670246
polyglyceryl-10_diisostearate,5.117072285482136,0.0,0.0,5.1166636275341,5.134659414039988,5.129662012593691,0.0,5.12029750618213,5.106973426497027
hydrogenated_polyisobutene,3.1725258630431457,3.208585452403558,3.148828268928588,3.148828268928588,3.216917923842051,3.2001912451315246,3.2030757158816217,3.1790856310697695,3.169839769915102
glyceryl_behenate/eicosadioate,5.35898287768428,0.0,0.0,5.353458789165895,0.0,0.0,0.0,5.3549807092016595,5.35727245847843
persea_gratissima_(avocado)_oil,4.206596272273542,4.1987574215058565,0.0,4.1704563398247245,4.189736047040047,4.194949717827443,4.150813500577737,4.173893032004803,4.179593846701674
isostearic_acid,4.231549233778222,0.0,0.0,4.230732117308983,4.257083853944094,4.202411208207439,0.0,4.225170574249179,4.192629548447114
eucalyptus_globulus_leaf_oil,3.4948627605996068,3.475039036224784,3.2079285381188565,0.0,3.441676587056441,3.5295988379503647,3.473825424400389,3.4934043478500247,3.5645467198104046
menthol,4.051322606848088,3.9883392564530635,0.0,0.0,4.002672250076419,0.0,4.05960606894384,4.072854805855592,4.098758267166104
simmondsia_chinensis_(jojoba)_seed_oil,3.239100100444117,3.210309614833707,3.093336975045096,3.236933494071011,3.245693815512125,3.233959957859545,3.1954489032855493,3.2263383778306665,3.235622330731408
rosa_canina_fruit_oil,4.225203871221436,0.0,0.0,4.200520594651658,4.241289418505065,4.247824630878573,4.250439941918324,4.239336843206596,4.23907955883183
carthamus_tinctorius_(safflower)_seed_oil,3.7984414725214304,3.820199702392763,0.0,3.7682595093582036,3.8162414636202477,3.800469088139764,3.7771215062132124,3.801436111933139,3.779573816266168
moringa_oleifera_leaf_extract,3.7308691685449658,3.7240469299999712,3.6407304747111215,3.763502859133189,3.7136915607395506,3.669750293344669,3.7177663920464803,3.7248818794755074,3.7161034717568326
lawsonia_inermis_(henna)_extract,5.2681294366540445,5.174232830408648,0.0,5.27327326640638,5.212738269253676,0.0,5.229195808355016,5.2490847799431934,0.0
ocium_basilicum_(basil)_extract,6.2190300707180235,0.0,0.0,6.227784553461925,6.230624581737652,0.0,6.228429084618513,6.227334849154154,0.0
